task_id,source_split,source_config,text,code_python,test_list,code_go,code_go_status,code_go_attempts,code_go_tests_passed,code_go_tests_failed,tests_go
419,test,sanitized,Write a function to round every number of a given list of numbers and print the total sum multiplied by the length of the list.,"def round_and_sum(list1):
  lenght=len(list1)
  round_and_sum=sum(list(map(round,list1))* lenght)
  return round_and_sum","[""assert round_and_sum([22.4, 4.0, -16.22, -9.10, 11.00, -12.22, 14.20, -5.20, 17.50])==243"", ""assert round_and_sum([5,2,9,24.3,29])==345"", ""assert round_and_sum([25.0,56.7,89.2])==513""]","package main

import (
	""math""
)

func round_and_sum(list1 []float64) int {
	length := len(list1)
	sum := 0
	for _, num := range list1 {
		sum += int(math.Round(num))
	}
	return sum * length
}",success,1,3,0,"[{""python_test"": ""assert round_and_sum([22.4, 4.0, -16.22, -9.10, 11.00, -12.22, 14.20, -5.20, 17.50])==243"", ""generated_test"": ""result := round_and_sum([]float64{22.4, 4.0, -16.22, -9.10, 11.00, -12.22, 14.20, -5.20, 17.50})\nexpected := 243\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert round_and_sum([5,2,9,24.3,29])==345"", ""generated_test"": ""result := round_and_sum([]float64{5, 2, 9, 24.3, 29})\nexpected := 345\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %d\\n\"", expected)\n\tfmt.Printf(\""  Got: %d\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert round_and_sum([25.0,56.7,89.2])==513"", ""generated_test"": ""result := round_and_sum([]float64{25.0, 56.7, 89.2})\nexpected := 513\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
420,test,sanitized,Write a python function to find the cube sum of first n even natural numbers.,"def cube_Sum(n): 
    sum = 0
    for i in range(1,n + 1): 
        sum += (2*i)*(2*i)*(2*i) 
    return sum","[""assert cube_Sum(2) == 72"", ""assert cube_Sum(3) == 288"", ""assert cube_Sum(4) == 800""]","package main

func cube_Sum(n int) int {
	sum := 0
	for i := 1; i <= n; i++ {
		sum += (2 * i) * (2 * i) * (2 * i)
	}
	return sum
}",success,1,3,0,"[{""python_test"": ""assert cube_Sum(2) == 72"", ""generated_test"": ""result := cube_Sum(2)\nexpected := 72\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert cube_Sum(3) == 288"", ""generated_test"": ""result := cube_Sum(3)\nexpected := 288\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert cube_Sum(4) == 800"", ""generated_test"": ""result := cube_Sum(4)\nexpected := 800\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
421,test,sanitized,Write a function to concatenate each element of tuple by the delimiter.,"def concatenate_tuple(test_tup):
    delim = ""-""
    res = ''.join([str(ele) + delim for ele in test_tup])
    res = res[ : len(res) - len(delim)]
    return (str(res)) ","[""assert concatenate_tuple((\""ID\"", \""is\"", 4, \""UTS\"") ) == 'ID-is-4-UTS'"", ""assert concatenate_tuple((\""QWE\"", \""is\"", 4, \""RTY\"") ) == 'QWE-is-4-RTY'"", ""assert concatenate_tuple((\""ZEN\"", \""is\"", 4, \""OP\"") ) == 'ZEN-is-4-OP'""]","package main

import (
	""fmt""
	""strings""
)

func concatenate_tuple(test_tup []interface{}) string {
	delim := ""-""
	var parts []string
	for _, ele := range test_tup {
		parts = append(parts, fmt.Sprintf(""%v"", ele))
	}
	res := strings.Join(parts, delim)
	return res
}",success,1,3,0,"[{""python_test"": ""assert concatenate_tuple((\""ID\"", \""is\"", 4, \""UTS\"") ) == 'ID-is-4-UTS'"", ""generated_test"": ""result := concatenate_tuple([]interface{}{\""ID\"", \""is\"", 4, \""UTS\""})\nexpected := \""ID-is-4-UTS\""\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert concatenate_tuple((\""QWE\"", \""is\"", 4, \""RTY\"") ) == 'QWE-is-4-RTY'"", ""generated_test"": ""result := concatenate_tuple([]interface{}{\""QWE\"", \""is\"", 4, \""RTY\""})\nexpected := \""QWE-is-4-RTY\""\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert concatenate_tuple((\""ZEN\"", \""is\"", 4, \""OP\"") ) == 'ZEN-is-4-OP'"", ""generated_test"": ""result := concatenate_tuple([]interface{}{\""ZEN\"", \""is\"", 4, \""OP\""})\nexpected := \""ZEN-is-4-OP\""\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
422,test,sanitized,Write a python function to find the average of cubes of first n natural numbers.,"def find_Average_Of_Cube(n):  
    sum = 0
    for i in range(1, n + 1): 
        sum += i * i * i  
    return round(sum / n, 6) ","[""assert find_Average_Of_Cube(2) == 4.5"", ""assert find_Average_Of_Cube(3) == 12"", ""assert find_Average_Of_Cube(1) == 1""]","package main

import (
	""math""
)

func find_Average_Of_Cube(n int) float64 {
	sum := 0
	for i := 1; i <= n; i++ {
		sum += i * i * i
	}
	result := float64(sum) / float64(n)
	return math.Round(result*1000000) / 1000000
}",success,1,3,0,"[{""python_test"": ""assert find_Average_Of_Cube(2) == 4.5"", ""generated_test"": ""result := find_Average_Of_Cube(2)\nexpected := 4.5\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert find_Average_Of_Cube(3) == 12"", ""generated_test"": ""result := find_Average_Of_Cube(3)\nexpected := 12.0\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert find_Average_Of_Cube(1) == 1"", ""generated_test"": ""result := find_Average_Of_Cube(1)\nexpected := 1.0\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
424,test,sanitized,Write a function to extract only the rear index element of each string in the given tuple.,"def extract_rear(test_tuple):
  res = list(sub[len(sub) - 1] for sub in test_tuple)
  return (res) ","[""assert extract_rear(('Mers', 'for', 'Vers') ) == ['s', 'r', 's']"", ""assert extract_rear(('Avenge', 'for', 'People') ) == ['e', 'r', 'e']"", ""assert extract_rear(('Gotta', 'get', 'go') ) == ['a', 't', 'o']""]","package main

func extract_rear(test_tuple []string) []string {
	res := make([]string, 0, len(test_tuple))
	for _, sub := range test_tuple {
		if len(sub) > 0 {
			res = append(res, string(sub[len(sub)-1]))
		}
	}
	return res
}",success,1,3,0,"[{""python_test"": ""assert extract_rear(('Mers', 'for', 'Vers') ) == ['s', 'r', 's']"", ""generated_test"": ""result := extract_rear([]string{\""Mers\"", \""for\"", \""Vers\""})\nexpected := []string{\""s\"", \""r\"", \""s\""}\n\npass := len(result) == len(expected)\nif pass {\n\tfor i := range result {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert extract_rear(('Avenge', 'for', 'People') ) == ['e', 'r', 'e']"", ""generated_test"": ""expected := []string{\""e\"", \""r\"", \""e\""}\nresult := extract_rear([]string{\""Avenge\"", \""for\"", \""People\""})\n\npass := len(result) == len(expected)\nif pass {\n\tfor i := range expected {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert extract_rear(('Gotta', 'get', 'go') ) == ['a', 't', 'o']"", ""generated_test"": ""result := extract_rear([]string{\""Gotta\"", \""get\"", \""go\""})\nexpected := []string{\""a\"", \""t\"", \""o\""}\n\npass := true\nif len(result) != len(expected) {\n\tpass = false\n} else {\n\tfor i := range result {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
425,test,sanitized,Write a function to count the number of sublists containing a particular element.,"def count_element_in_list(list1, x): 
    ctr = 0
    for i in range(len(list1)): 
        if x in list1[i]: 
            ctr+= 1          
    return ctr","[""assert count_element_in_list([[1, 3], [5, 7], [1, 11], [1, 15, 7]],1)==3"", ""assert count_element_in_list([['A', 'B'], ['A', 'C'], ['A', 'D', 'E'], ['B', 'C', 'D']],'A')==3"", ""assert count_element_in_list([['A', 'B'], ['A', 'C'], ['A', 'D', 'E'], ['B', 'C', 'D']],'E')==1""]","package main

func count_element_in_list(list1 [][]interface{}, x interface{}) int {
	ctr := 0
	for i := 0; i < len(list1); i++ {
		for _, elem := range list1[i] {
			if elem == x {
				ctr++
				break
			}
		}
	}
	return ctr
}",success,1,3,0,"[{""python_test"": ""assert count_element_in_list([[1, 3], [5, 7], [1, 11], [1, 15, 7]],1)==3"", ""generated_test"": ""list1 := [][]interface{}{\n\t{1, 3},\n\t{5, 7},\n\t{1, 11},\n\t{1, 15, 7},\n}\nresult := count_element_in_list(list1, 1)\nexpected := 3\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert count_element_in_list([['A', 'B'], ['A', 'C'], ['A', 'D', 'E'], ['B', 'C', 'D']],'A')==3"", ""generated_test"": ""input := [][]interface{}{{\""A\"", \""B\""}, {\""A\"", \""C\""}, {\""A\"", \""D\"", \""E\""}, {\""B\"", \""C\"", \""D\""}}\nresult := count_element_in_list(input, \""A\"")\nexpected := 3\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert count_element_in_list([['A', 'B'], ['A', 'C'], ['A', 'D', 'E'], ['B', 'C', 'D']],'E')==1"", ""generated_test"": ""input := [][]interface{}{{\""A\"", \""B\""}, {\""A\"", \""C\""}, {\""A\"", \""D\"", \""E\""}, {\""B\"", \""C\"", \""D\""}}\nresult := count_element_in_list(input, \""E\"")\nexpected := 1\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
426,test,sanitized,Write a function to filter odd numbers.,"def filter_oddnumbers(nums):
 odd_nums = list(filter(lambda x: x%2 != 0, nums))
 return odd_nums","[""assert filter_oddnumbers([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])==[1,3,5,7,9]"", ""assert filter_oddnumbers([10,20,45,67,84,93])==[45,67,93]"", ""assert filter_oddnumbers([5,7,9,8,6,4,3])==[5,7,9,3]""]","package main

func filter_oddnumbers(nums []int) []int {
	odd_nums := []int{}
	for _, x := range nums {
		if x%2 != 0 {
			odd_nums = append(odd_nums, x)
		}
	}
	return odd_nums
}",success,1,3,0,"[{""python_test"": ""assert filter_oddnumbers([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])==[1,3,5,7,9]"", ""generated_test"": ""result := filter_oddnumbers([]int{1, 2, 3, 4, 5, 6, 7, 8, 9, 10})\nexpected := []int{1, 3, 5, 7, 9}\n\npass := len(result) == len(expected)\nif pass {\n\tfor i := range result {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert filter_oddnumbers([10,20,45,67,84,93])==[45,67,93]"", ""generated_test"": ""result := filter_oddnumbers([]int{10, 20, 45, 67, 84, 93})\nexpected := []int{45, 67, 93}\n\npass := len(result) == len(expected)\nif pass {\n\tfor i := range result {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert filter_oddnumbers([5,7,9,8,6,4,3])==[5,7,9,3]"", ""generated_test"": ""result := filter_oddnumbers([]int{5, 7, 9, 8, 6, 4, 3})\nexpected := []int{5, 7, 9, 3}\n\npass := len(result) == len(expected)\nif pass {\n\tfor i := range result {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
427,test,sanitized,Write a function to convert a date of yyyy-mm-dd format to dd-mm-yyyy format.,"import re
def change_date_format(dt):
        return re.sub(r'(\d{4})-(\d{1,2})-(\d{1,2})', '\\3-\\2-\\1', dt)","[""assert change_date_format(\""2026-01-02\"") == '02-01-2026'"", ""assert change_date_format(\""2020-11-13\"") == '13-11-2020'"", ""assert change_date_format(\""2021-04-26\"") == '26-04-2021'""]","package main

import (
	""regexp""
)

func change_date_format(dt string) string {
	re := regexp.MustCompile(`(\d{4})-(\d{1,2})-(\d{1,2})`)
	return re.ReplaceAllString(dt, ""$3-$2-$1"")
}",success,1,3,0,"[{""python_test"": ""assert change_date_format(\""2026-01-02\"") == '02-01-2026'"", ""generated_test"": ""result := change_date_format(\""2026-01-02\"")\nexpected := \""02-01-2026\""\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert change_date_format(\""2020-11-13\"") == '13-11-2020'"", ""generated_test"": ""result := change_date_format(\""2020-11-13\"")\nexpected := \""13-11-2020\""\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert change_date_format(\""2021-04-26\"") == '26-04-2021'"", ""generated_test"": ""result := change_date_format(\""2021-04-26\"")\nexpected := \""26-04-2021\""\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Println(\""  Expected:\"", expected)\n\tfmt.Println(\""  Got:\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
428,test,sanitized,Write a function to sort the given array by using shell sort.,"def shell_sort(my_list):
    gap = len(my_list) // 2
    while gap > 0:
        for i in range(gap, len(my_list)):
            current_item = my_list[i]
            j = i
            while j >= gap and my_list[j - gap] > current_item:
                my_list[j] = my_list[j - gap]
                j -= gap
            my_list[j] = current_item
        gap //= 2

    return my_list","[""assert shell_sort([12, 23, 4, 5, 3, 2, 12, 81, 56, 95]) == [2, 3, 4, 5, 12, 12, 23, 56, 81, 95]"", ""assert shell_sort([24, 22, 39, 34, 87, 73, 68]) == [22, 24, 34, 39, 68, 73, 87]"", ""assert shell_sort([32, 30, 16, 96, 82, 83, 74]) == [16, 30, 32, 74, 82, 83, 96]""]","package main

func shell_sort(my_list []int) []int {
	gap := len(my_list) / 2
	for gap > 0 {
		for i := gap; i < len(my_list); i++ {
			current_item := my_list[i]
			j := i
			for j >= gap && my_list[j-gap] > current_item {
				my_list[j] = my_list[j-gap]
				j -= gap
			}
			my_list[j] = current_item
		}
		gap /= 2
	}
	return my_list
}",success,3,3,0,"[{""python_test"": ""assert shell_sort([12, 23, 4, 5, 3, 2, 12, 81, 56, 95]) == [2, 3, 4, 5, 12, 12, 23, 56, 81, 95]"", ""generated_test"": ""input := []int{12, 23, 4, 5, 3, 2, 12, 81, 56, 95}\nexpected := []int{2, 3, 4, 5, 12, 12, 23, 56, 81, 95}\nresult := shell_sort(input)\n\npass := true\nif len(result) != len(expected) {\n\tpass = false\n} else {\n\tfor i := range result {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert shell_sort([24, 22, 39, 34, 87, 73, 68]) == [22, 24, 34, 39, 68, 73, 87]"", ""generated_test"": ""input := []int{24, 22, 39, 34, 87, 73, 68}\nexpected := []int{22, 24, 34, 39, 68, 73, 87}\nresult := shell_sort(input)\n\npass := true\nif len(result) != len(expected) {\n\tpass = false\n} else {\n\tfor i := range result {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert shell_sort([32, 30, 16, 96, 82, 83, 74]) == [16, 30, 32, 74, 82, 83, 96]"", ""generated_test"": ""input := []int{32, 30, 16, 96, 82, 83, 74}\nexpected := []int{16, 30, 32, 74, 82, 83, 96}\nresult := shell_sort(input)\n\npass := true\nif len(result) != len(expected) {\n\tpass = false\n} else {\n\tfor i := range result {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
429,test,sanitized,Write a function to extract the elementwise and tuples from the given two tuples.,"def and_tuples(test_tup1, test_tup2):
  res = tuple(ele1 & ele2 for ele1, ele2 in zip(test_tup1, test_tup2))
  return (res) ","[""assert and_tuples((10, 4, 6, 9), (5, 2, 3, 3)) == (0, 0, 2, 1)"", ""assert and_tuples((1, 2, 3, 4), (5, 6, 7, 8)) == (1, 2, 3, 0)"", ""assert and_tuples((8, 9, 11, 12), (7, 13, 14, 17)) == (0, 9, 10, 0)""]","package main

func and_tuples(test_tup1, test_tup2 []int) []int {
	minLen := len(test_tup1)
	if len(test_tup2) < minLen {
		minLen = len(test_tup2)
	}
	
	res := make([]int, minLen)
	for i := 0; i < minLen; i++ {
		res[i] = test_tup1[i] & test_tup2[i]
	}
	return res
}",success,1,3,0,"[{""python_test"": ""assert and_tuples((10, 4, 6, 9), (5, 2, 3, 3)) == (0, 0, 2, 1)"", ""generated_test"": ""result := and_tuples([]int{10, 4, 6, 9}, []int{5, 2, 3, 3})\nexpected := []int{0, 0, 2, 1}\n\npass := true\nif len(result) != len(expected) {\n\tpass = false\n} else {\n\tfor i := range expected {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert and_tuples((1, 2, 3, 4), (5, 6, 7, 8)) == (1, 2, 3, 0)"", ""generated_test"": ""result := and_tuples([]int{1, 2, 3, 4}, []int{5, 6, 7, 8})\nexpected := []int{1, 2, 3, 0}\n\npass := len(result) == len(expected)\nif pass {\n\tfor i := range result {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert and_tuples((8, 9, 11, 12), (7, 13, 14, 17)) == (0, 9, 10, 0)"", ""generated_test"": ""result := and_tuples([]int{8, 9, 11, 12}, []int{7, 13, 14, 17})\nexpected := []int{0, 9, 10, 0}\n\npass := len(result) == len(expected)\nif pass {\n\tfor i := range expected {\n\t\tif result[i] != expected[i] {\n\t\t\tpass = false\n\t\t\tbreak\n\t\t}\n\t}\n}\n\nif pass {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
430,test,sanitized,Write a function to find the directrix of a parabola.,"def parabola_directrix(a, b, c): 
  directrix=((int)(c - ((b * b) + 1) * 4 * a ))
  return directrix","[""assert parabola_directrix(5,3,2)==-198"", ""assert parabola_directrix(9,8,4)==-2336"", ""assert parabola_directrix(2,4,6)==-130""]","package main

func parabola_directrix(a, b, c int) int {
	directrix := c - ((b*b)+1)*4*a
	return directrix
}",success,1,3,0,"[{""python_test"": ""assert parabola_directrix(5,3,2)==-198"", ""generated_test"": ""result := parabola_directrix(5, 3, 2)\nexpected := -198\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %d\\n\"", expected)\n\tfmt.Printf(\""  Got: %d\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert parabola_directrix(9,8,4)==-2336"", ""generated_test"": ""result := parabola_directrix(9, 8, 4)\nexpected := -2336\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %d\\n\"", expected)\n\tfmt.Printf(\""  Got: %d\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert parabola_directrix(2,4,6)==-130"", ""generated_test"": ""result := parabola_directrix(2, 4, 6)\nexpected := -130\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %d\\n\"", expected)\n\tfmt.Printf(\""  Got: %d\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
431,test,sanitized,Write a function that takes two lists and returns true if they have at least one common element.,"def common_element(list1, list2):
     result = False
     for x in list1:
         for y in list2:
             if x == y:
                 result = True
                 return result","[""assert common_element([1,2,3,4,5], [5,6,7,8,9])==True"", ""assert common_element([1,2,3,4,5], [6,7,8,9])==None"", ""assert common_element(['a','b','c'], ['d','b','e'])==True""]","package main

func common_element(list1, list2 []interface{}) interface{} {
	for _, x := range list1 {
		for _, y := range list2 {
			if x == y {
				return true
			}
		}
	}
	return nil
}",success,1,3,0,"[{""python_test"": ""assert common_element([1,2,3,4,5], [5,6,7,8,9])==True"", ""generated_test"": ""result := common_element([]interface{}{1, 2, 3, 4, 5}, []interface{}{5, 6, 7, 8, 9})\nexpected := true\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert common_element([1,2,3,4,5], [6,7,8,9])==None"", ""generated_test"": ""result := common_element([]interface{}{1, 2, 3, 4, 5}, []interface{}{6, 7, 8, 9})\nif result == nil {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Println(\""  Expected:\"", nil)\n\tfmt.Println(\""  Got:\"", result)\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert common_element(['a','b','c'], ['d','b','e'])==True"", ""generated_test"": ""result := common_element([]interface{}{\""a\"", \""b\"", \""c\""}, []interface{}{\""d\"", \""b\"", \""e\""})\nexpected := true\nif result == expected {\n\tfmt.Println(\""PASS\"")\n} else {\n\tfmt.Println(\""FAIL\"")\n\tfmt.Printf(\""  Expected: %v\\n\"", expected)\n\tfmt.Printf(\""  Got: %v\\n\"", result)\n}"", ""passed"": true, ""llm_validated"": false}]"
