task_id,source_split,source_config,text,code_python,test_list,code_go,code_go_status,code_go_attempts,code_go_tests_passed,code_go_tests_failed,code_java,code_java_status,code_java_attempts,code_java_tests_passed,code_java_tests_failed,code_javascript,code_javascript_status,code_javascript_attempts,code_javascript_tests_passed,code_javascript_tests_failed,code_ruby,code_ruby_status,code_ruby_attempts,code_ruby_tests_passed,code_ruby_tests_failed,code_rust,code_rust_status,code_rust_attempts,code_rust_tests_passed,code_rust_tests_failed,code_typescript,code_typescript_status,code_typescript_attempts,code_typescript_tests_passed,code_typescript_tests_failed
454,test,sanitized,Write a function that matches a word containing 'z'.,"import re
def text_match_wordz(text):
        patterns = '\w*z.\w*'
        if re.search(patterns,  text):
                return True
        else:
                return False","[""assert text_match_wordz(\""pythonz.\"")==True"", ""assert text_match_wordz(\""xyz.\"")==True"", ""assert text_match_wordz(\""  lang  .\"")==False""]","package main

import (
	""regexp""
)

func text_match_wordz(text string) bool {
	pattern := `\w*z.\w*`
	matched, _ := regexp.MatchString(pattern, text)
	return matched
}",success,1,3,0,"import java.util.regex.*;

public class Solution {
    public static boolean text_match_wordz(String text) {
        String patterns = ""\\w*z.\\w*"";
        Pattern pattern = Pattern.compile(patterns);
        Matcher matcher = pattern.matcher(text);
        if (matcher.find()) {
            return true;
        } else {
            return false;
        }
    }
}",success,1,3,0,"function text_match_wordz(text) {
    const pattern = /\w*z.\w*/;
    if (pattern.test(text)) {
        return true;
    } else {
        return false;
    }
}",success,1,3,0,"def text_match_wordz(text)
  pattern = /\w*z.\w*/
  !!(text =~ pattern)
end",success,1,3,0,"use regex::Regex;

pub fn text_match_wordz(text: &str) -> bool {
    let pattern = Regex::new(r""\w*z.\w*"").unwrap();
    pattern.is_match(text)
}",success,1,3,0,"function text_match_wordz(text: string): boolean {
    const pattern = /\w*z.\w*/;
    if (pattern.test(text)) {
        return true;
    } else {
        return false;
    }
}",success,1,3,0
455,test,sanitized,Write a function to check whether the given month number contains 31 days or not.,"def check_monthnumb_number(monthnum2):
  if(monthnum2==1 or monthnum2==3 or monthnum2==5 or monthnum2==7 or monthnum2==8 or monthnum2==10 or monthnum2==12):
    return True
  else:
    return False","[""assert check_monthnumb_number(5)==True"", ""assert check_monthnumb_number(2)==False"", ""assert check_monthnumb_number(6)==False""]","package main

func check_monthnumb_number(monthnum2 int) bool {
	if monthnum2 == 1 || monthnum2 == 3 || monthnum2 == 5 || monthnum2 == 7 || monthnum2 == 8 || monthnum2 == 10 || monthnum2 == 12 {
		return true
	}
	return false
}",success,1,3,0,"import java.util.*;

public class Solution {
    public static boolean check_monthnumb_number(int monthnum2) {
        if (monthnum2 == 1 || monthnum2 == 3 || monthnum2 == 5 || monthnum2 == 7 || monthnum2 == 8 || monthnum2 == 10 || monthnum2 == 12) {
            return true;
        } else {
            return false;
        }
    }
}",success,1,3,0,"function check_monthnumb_number(monthnum2) {
  if (monthnum2 == 1 || monthnum2 == 3 || monthnum2 == 5 || monthnum2 == 7 || monthnum2 == 8 || monthnum2 == 10 || monthnum2 == 12) {
    return true;
  } else {
    return false;
  }
}",success,1,3,0,"def check_monthnumb_number(monthnum2)
  [1, 3, 5, 7, 8, 10, 12].include?(monthnum2)
end",success,1,3,0,"pub fn check_monthnumb_number(monthnum2: i32) -> bool {
    monthnum2 == 1 || monthnum2 == 3 || monthnum2 == 5 || monthnum2 == 7 || monthnum2 == 8 || monthnum2 == 10 || monthnum2 == 12
}",success,1,3,0,"function check_monthnumb_number(monthnum2: number): boolean {
  if (monthnum2 === 1 || monthnum2 === 3 || monthnum2 === 5 || monthnum2 === 7 || monthnum2 === 8 || monthnum2 === 10 || monthnum2 === 12) {
    return true;
  } else {
    return false;
  }
}",success,1,3,0
456,test,sanitized,Write a function to reverse each string in a given list of string values.,"def reverse_string_list(stringlist):
    result = [x[::-1] for x in stringlist]
    return result","[""assert reverse_string_list(['Red', 'Green', 'Blue', 'White', 'Black'])==['deR', 'neerG', 'eulB', 'etihW', 'kcalB']"", ""assert reverse_string_list(['john','amal','joel','george'])==['nhoj','lama','leoj','egroeg']"", ""assert reverse_string_list(['jack','john','mary'])==['kcaj','nhoj','yram']""]","package main

func reverse_string_list(stringlist []string) []string {
    result := make([]string, len(stringlist))
    for i, s := range stringlist {
        runes := []rune(s)
        for left, right := 0, len(runes)-1; left < right; left, right = left+1, right-1 {
            runes[left], runes[right] = runes[right], runes[left]
        }
        result[i] = string(runes)
    }
    return result
}",success,1,3,0,"import java.util.ArrayList;
import java.util.List;

public class Solution {
    public static List<String> reverse_string_list(List<String> stringlist) {
        List<String> result = new ArrayList<>();
        for (String x : stringlist) {
            StringBuilder sb = new StringBuilder(x);
            result.add(sb.reverse().toString());
        }
        return result;
    }
    
    public static String[] reverse_string_list(String[] stringlist) {
        String[] result = new String[stringlist.length];
        for (int i = 0; i < stringlist.length; i++) {
            StringBuilder sb = new StringBuilder(stringlist[i]);
            result[i] = sb.reverse().toString();
        }
        return result;
    }
}",success,3,3,0,"function reverse_string_list(stringlist) {
    return stringlist.map(x => x.split('').reverse().join(''));
}",success,1,3,0,"def reverse_string_list(stringlist)
  stringlist.map { |x| x.reverse }
end",success,1,3,0,"pub fn reverse_string_list(stringlist: Vec<String>) -> Vec<String> {
    stringlist
        .iter()
        .map(|x| x.chars().rev().collect())
        .collect()
}",success,1,3,0,"function reverse_string_list(stringlist: string[]): string[] {
    const result = stringlist.map(x => x.split('').reverse().join(''));
    return result;
}",success,1,3,0
457,test,sanitized,Write a python function to find the sublist having minimum length.,"def Find_Min(lst): 
    return min(lst, key=len) ","[""assert Find_Min([[1],[1,2],[1,2,3]]) == [1]"", ""assert Find_Min([[1,1],[1,1,1],[1,2,7,8]]) == [1,1]"", ""assert Find_Min([['x'],['x','y'],['x','y','z']]) == ['x']""]","package main

func Find_Min[T any](lst [][]T) []T {
	if len(lst) == 0 {
		return nil
	}
	
	minIdx := 0
	minLen := len(lst[0])
	
	for i := 1; i < len(lst); i++ {
		if len(lst[i]) < minLen {
			minLen = len(lst[i])
			minIdx = i
		}
	}
	
	result := make([]T, len(lst[minIdx]))
	copy(result, lst[minIdx])
	return result
}",success,3,3,0,"import java.util.*;

public class Solution {
    public static List<?> Find_Min(List<? extends List<?>> lst) {
        if (lst == null || lst.isEmpty()) {
            return null;
        }
        
        List<?> minList = lst.get(0);
        int minLen = minList.size();
        
        for (List<?> sublist : lst) {
            if (sublist.size() < minLen) {
                minLen = sublist.size();
                minList = sublist;
            }
        }
        
        return minList;
    }
}",success,1,3,0,"function Find_Min(lst) {
    return lst.reduce((min, current) => current.length < min.length ? current : min);
}",success,1,3,0,"def Find_Min(lst)
  lst.min_by(&:length)
end",success,1,3,0,"pub fn Find_Min<T: Clone>(lst: &[Vec<T>]) -> Vec<T> {
    lst.iter()
        .min_by_key(|v| v.len())
        .cloned()
        .unwrap_or_else(Vec::new)
}",success,1,3,0,"function Find_Min<T>(lst: T[][]): T[] {
    if (lst.length === 0) {
        throw new Error(""min() arg is an empty sequence"");
    }
    
    let minSublist = lst[0];
    
    for (const sublist of lst) {
        if (sublist.length < minSublist.length) {
            minSublist = sublist;
        }
    }
    
    return minSublist;
}",success,1,3,0
458,test,sanitized,Write a function to find the area of a rectangle.,"def rectangle_area(l,b):
  area=l*b
  return area","[""assert rectangle_area(10,20)==200"", ""assert rectangle_area(10,5)==50"", ""assert rectangle_area(4,2)==8""]","package main

func rectangle_area(l, b int) int {
	area := l * b
	return area
}",success,1,3,0,"import java.util.*;

public class Solution {
    public static int rectangle_area(int l, int b) {
        int area = l * b;
        return area;
    }
}",success,1,3,0,"function rectangle_area(l, b) {
  const area = l * b;
  return area;
}",success,1,3,0,"def rectangle_area(l, b)
  area = l * b
  area
end",success,1,3,0,"pub fn rectangle_area(l: i32, b: i32) -> i32 {
    let area = l * b;
    area
}",success,1,3,0,"function rectangle_area(l: number, b: number): number {
  const area = l * b;
  return area;
}",success,1,3,0
459,test,sanitized,Write a function to remove uppercase substrings from a given string.,"import re
def remove_uppercase(str1):
  return re.sub('[A-Z]', '', str1)","[""assert remove_uppercase('cAstyoUrFavoRitETVshoWs') == 'cstyoravoitshos'"", ""assert remove_uppercase('wAtchTheinTernEtrAdIo') == 'wtchheinerntrdo'"", ""assert remove_uppercase('VoicESeaRchAndreComMendaTionS') == 'oiceachndreomendaion'""]","package main

import (
	""strings""
)

func remove_uppercase(str1 string) string {
	var result strings.Builder
	for _, ch := range str1 {
		if ch < 'A' || ch > 'Z' {
			result.WriteRune(ch)
		}
	}
	return result.String()
}",success,1,3,0,"import java.util.*;

public class Solution {
    public static String remove_uppercase(String str1) {
        return str1.replaceAll(""[A-Z]"", """");
    }
}",success,1,3,0,"function remove_uppercase(str1) {
  return str1.replace(/[A-Z]/g, '');
}",success,1,3,0,"def remove_uppercase(str1)
  str1.gsub(/[A-Z]/, '')
end",success,1,3,0,"pub fn remove_uppercase(str1: &str) -> String {
    str1.chars().filter(|c| !c.is_ascii_uppercase()).collect()
}",success,1,3,0,"function remove_uppercase(str1: string): string {
  return str1.replace(/[A-Z]/g, '');
}",success,1,3,0
460,test,sanitized,Write a python function to get the first element of each sublist.,"def Extract(lst): 
    return [item[0] for item in lst] ","[""assert Extract([[1, 2], [3, 4, 5], [6, 7, 8, 9]]) == [1, 3, 6]"", ""assert Extract([[1,2,3],[4, 5]]) == [1,4]"", ""assert Extract([[9,8,1],[1,2]]) == [9,1]""]","package main

func Extract(lst [][]int) []int {
	result := make([]int, len(lst))
	for i, item := range lst {
		result[i] = item[0]
	}
	return result
}",success,1,3,0,"import java.util.ArrayList;
import java.util.List;

public class Solution {
    public static List<Integer> Extract(List<List<Integer>> lst) {
        ArrayList<Integer> result = new ArrayList<>();
        for (List<Integer> item : lst) {
            result.add(item.get(0));
        }
        return result;
    }
}",success,1,3,0,"function Extract(lst) {
    return lst.map(item => item[0]);
}",success,1,3,0,"def Extract(lst)
  lst.map { |item| item[0] }
end",success,1,3,0,"pub fn Extract(lst: Vec<Vec<i32>>) -> Vec<i32> {
    lst.iter().map(|item| item[0]).collect()
}",success,1,3,0,"function Extract<T>(lst: T[][]): T[] {
    return lst.map(item => item[0]);
}",success,1,3,0
461,test,sanitized,Write a python function to count the upper case characters in a given string.,"def upper_ctr(str):
    upper_ctr = 0
    for i in range(len(str)):
          if str[i] >= 'A' and str[i] <= 'Z': upper_ctr += 1
          return upper_ctr","[""assert upper_ctr('PYthon') == 1"", ""assert upper_ctr('BigData') == 1"", ""assert upper_ctr('program') == 0""]","package main

func upper_ctr(str string) int {
    upper_ctr := 0
    for i := 0; i < len(str); i++ {
        if str[i] >= 'A' && str[i] <= 'Z' {
            upper_ctr += 1
        }
        return upper_ctr
    }
    return upper_ctr
}",success,1,3,0,"import java.util.*;

public class Solution {
    public static int upper_ctr(String str) {
        int upper_ctr = 0;
        for (int i = 0; i < str.length(); i++) {
            if (str.charAt(i) >= 'A' && str.charAt(i) <= 'Z') {
                upper_ctr += 1;
            }
            return upper_ctr;
        }
        return upper_ctr;
    }
}",success,1,3,0,"function upper_ctr(str) {
    let upper_ctr = 0;
    for (let i = 0; i < str.length; i++) {
        if (str[i] >= 'A' && str[i] <= 'Z') upper_ctr += 1;
        return upper_ctr;
    }
    return upper_ctr;
}",success,1,3,0,"def upper_ctr(str)
  upper_ctr = 0
  str.each_char do |c|
    if c >= 'A' && c <= 'Z'
      upper_ctr += 1
    end
    return upper_ctr
  end
  upper_ctr
end",success,2,3,0,"pub fn upper_ctr(s: &str) -> i32 {
    let mut upper_ctr = 0;
    for c in s.chars() {
        if c >= 'A' && c <= 'Z' {
            upper_ctr += 1;
        }
        return upper_ctr;
    }
    upper_ctr
}",success,1,3,0,"function upper_ctr(str: string): number {
    let upper_ctr = 0;
    for (let i = 0; i < str.length; i++) {
        if (str[i] >= 'A' && str[i] <= 'Z') upper_ctr += 1;
        return upper_ctr;
    }
    return upper_ctr;
}",success,1,3,0
462,test,sanitized,Write a function to find all possible combinations of the elements of a given list.,"def combinations_list(list1):
    if len(list1) == 0:
        return [[]]
    result = []
    for el in combinations_list(list1[1:]):
        result += [el, el+[list1[0]]]
    return result","[""assert combinations_list(['orange', 'red', 'green', 'blue'])==[[], ['orange'], ['red'], ['red', 'orange'], ['green'], ['green', 'orange'], ['green', 'red'], ['green', 'red', 'orange'], ['blue'], ['blue', 'orange'], ['blue', 'red'], ['blue', 'red', 'orange'], ['blue', 'green'], ['blue', 'green', 'orange'], ['blue', 'green', 'red'], ['blue', 'green', 'red', 'orange']]"", ""assert combinations_list(['red', 'green', 'blue', 'white', 'black', 'orange'])==[[], ['red'], ['green'], ['green', 'red'], ['blue'], ['blue', 'red'], ['blue', 'green'], ['blue', 'green', 'red'], ['white'], ['white', 'red'], ['white', 'green'], ['white', 'green', 'red'], ['white', 'blue'], ['white', 'blue', 'red'], ['white', 'blue', 'green'], ['white', 'blue', 'green', 'red'], ['black'], ['black', 'red'], ['black', 'green'], ['black', 'green', 'red'], ['black', 'blue'], ['black', 'blue', 'red'], ['black', 'blue', 'green'], ['black', 'blue', 'green', 'red'], ['black', 'white'], ['black', 'white', 'red'], ['black', 'white', 'green'], ['black', 'white', 'green', 'red'], ['black', 'white', 'blue'], ['black', 'white', 'blue', 'red'], ['black', 'white', 'blue', 'green'], ['black', 'white', 'blue', 'green', 'red'], ['orange'], ['orange', 'red'], ['orange', 'green'], ['orange', 'green', 'red'], ['orange', 'blue'], ['orange', 'blue', 'red'], ['orange', 'blue', 'green'], ['orange', 'blue', 'green', 'red'], ['orange', 'white'], ['orange', 'white', 'red'], ['orange', 'white', 'green'], ['orange', 'white', 'green', 'red'], ['orange', 'white', 'blue'], ['orange', 'white', 'blue', 'red'], ['orange', 'white', 'blue', 'green'], ['orange', 'white', 'blue', 'green', 'red'], ['orange', 'black'], ['orange', 'black', 'red'], ['orange', 'black', 'green'], ['orange', 'black', 'green', 'red'], ['orange', 'black', 'blue'], ['orange', 'black', 'blue', 'red'], ['orange', 'black', 'blue', 'green'], ['orange', 'black', 'blue', 'green', 'red'], ['orange', 'black', 'white'], ['orange', 'black', 'white', 'red'], ['orange', 'black', 'white', 'green'], ['orange', 'black', 'white', 'green', 'red'], ['orange', 'black', 'white', 'blue'], ['orange', 'black', 'white', 'blue', 'red'], ['orange', 'black', 'white', 'blue', 'green'], ['orange', 'black', 'white', 'blue', 'green', 'red']]"", ""assert combinations_list(['red', 'green', 'black', 'orange'])==[[], ['red'], ['green'], ['green', 'red'], ['black'], ['black', 'red'], ['black', 'green'], ['black', 'green', 'red'], ['orange'], ['orange', 'red'], ['orange', 'green'], ['orange', 'green', 'red'], ['orange', 'black'], ['orange', 'black', 'red'], ['orange', 'black', 'green'], ['orange', 'black', 'green', 'red']]""]","package main

func combinations_list(list1 []string) [][]string {
	if len(list1) == 0 {
		return [][]string{{}}
	}
	
	result := [][]string{}
	for _, el := range combinations_list(list1[1:]) {
		// Create a copy of el
		elCopy := make([]string, len(el))
		copy(elCopy, el)
		result = append(result, elCopy)
		
		// Create el+[list1[0]] - append list1[0] at the END
		newComb := make([]string, len(el)+1)
		copy(newComb, el)
		newComb[len(el)] = list1[0]
		result = append(result, newComb)
	}
	return result
}",success,3,3,0,"import java.util.ArrayList;
import java.util.List;

public class Solution {
    public static List<List<String>> combinations_list(List<String> list1) {
        if (list1.size() == 0) {
            List<List<String>> result = new ArrayList<>();
            result.add(new ArrayList<>());
            return result;
        }
        
        List<List<String>> result = new ArrayList<>();
        List<String> subList = new ArrayList<>(list1.subList(1, list1.size()));
        
        for (List<String> el : combinations_list(subList)) {
            result.add(new ArrayList<>(el));
            List<String> withFirst = new ArrayList<>(el);
            withFirst.add(list1.get(0));
            result.add(withFirst);
        }
        
        return result;
    }
}",success,1,3,0,"function combinations_list(list1) {
    if (list1.length === 0) {
        return [[]];
    }
    let result = [];
    for (let el of combinations_list(list1.slice(1))) {
        result.push(el);
        result.push([...el, list1[0]]);
    }
    return result;
}",success,1,3,0,"def combinations_list(list1)
  if list1.empty?
    return [[]]
  end
  result = []
  combinations_list(list1[1..]).each do |el|
    result += [el, el + [list1[0]]]
  end
  result
end",success,1,3,0,"pub fn combinations_list<T: Clone>(list1: &[T]) -> Vec<Vec<T>> {
    if list1.is_empty() {
        return vec![vec![]];
    }
    
    let mut result = Vec::new();
    for el in combinations_list(&list1[1..]) {
        result.push(el.clone());
        let mut with_first = el;
        with_first.push(list1[0].clone());
        result.push(with_first);
    }
    result
}",success,1,3,0,"function combinations_list<T>(list1: T[]): T[][] {
    if (list1.length === 0) {
        return [[]];
    }
    const result: T[][] = [];
    for (const el of combinations_list(list1.slice(1))) {
        result.push(el, [...el, list1[0]]);
    }
    return result;
}",success,1,3,0
463,test,sanitized,Write a function to find the maximum product subarray of the given array.,"def max_subarray_product(arr):
	n = len(arr)
	max_ending_here = 1
	min_ending_here = 1
	max_so_far = 0
	flag = 0
	for i in range(0, n):
		if arr[i] > 0:
			max_ending_here = max_ending_here * arr[i]
			min_ending_here = min (min_ending_here * arr[i], 1)
			flag = 1
		elif arr[i] == 0:
			max_ending_here = 1
			min_ending_here = 1
		else:
			temp = max_ending_here
			max_ending_here = max (min_ending_here * arr[i], 1)
			min_ending_here = temp * arr[i]
		if (max_so_far < max_ending_here):
			max_so_far = max_ending_here
	if flag == 0 and max_so_far == 0:
		return 0
	return max_so_far","[""assert max_subarray_product([1, -2, -3, 0, 7, -8, -2]) == 112"", ""assert max_subarray_product([6, -3, -10, 0, 2]) == 180"", ""assert max_subarray_product([-2, -40, 0, -2, -3]) == 80""]","package main

func max_subarray_product(arr []int) int {
	n := len(arr)
	max_ending_here := 1
	min_ending_here := 1
	max_so_far := 0
	flag := 0

	for i := 0; i < n; i++ {
		if arr[i] > 0 {
			max_ending_here = max_ending_here * arr[i]
			min_val := min_ending_here * arr[i]
			if min_val < 1 {
				min_ending_here = min_val
			} else {
				min_ending_here = 1
			}
			flag = 1
		} else if arr[i] == 0 {
			max_ending_here = 1
			min_ending_here = 1
		} else {
			temp := max_ending_here
			max_val := min_ending_here * arr[i]
			if max_val > 1 {
				max_ending_here = max_val
			} else {
				max_ending_here = 1
			}
			min_ending_here = temp * arr[i]
		}
		if max_so_far < max_ending_here {
			max_so_far = max_ending_here
		}
	}

	if flag == 0 && max_so_far == 0 {
		return 0
	}
	return max_so_far
}",success,1,3,0,"import java.util.*;

public class Solution {
    public static int max_subarray_product(int[] arr) {
        int n = arr.length;
        int max_ending_here = 1;
        int min_ending_here = 1;
        int max_so_far = 0;
        int flag = 0;
        
        for (int i = 0; i < n; i++) {
            if (arr[i] > 0) {
                max_ending_here = max_ending_here * arr[i];
                min_ending_here = Math.min(min_ending_here * arr[i], 1);
                flag = 1;
            } else if (arr[i] == 0) {
                max_ending_here = 1;
                min_ending_here = 1;
            } else {
                int temp = max_ending_here;
                max_ending_here = Math.max(min_ending_here * arr[i], 1);
                min_ending_here = temp * arr[i];
            }
            if (max_so_far < max_ending_here) {
                max_so_far = max_ending_here;
            }
        }
        
        if (flag == 0 && max_so_far == 0) {
            return 0;
        }
        return max_so_far;
    }
}",success,1,3,0,"function max_subarray_product(arr) {
	let n = arr.length;
	let max_ending_here = 1;
	let min_ending_here = 1;
	let max_so_far = 0;
	let flag = 0;
	for (let i = 0; i < n; i++) {
		if (arr[i] > 0) {
			max_ending_here = max_ending_here * arr[i];
			min_ending_here = Math.min(min_ending_here * arr[i], 1);
			flag = 1;
		} else if (arr[i] === 0) {
			max_ending_here = 1;
			min_ending_here = 1;
		} else {
			let temp = max_ending_here;
			max_ending_here = Math.max(min_ending_here * arr[i], 1);
			min_ending_here = temp * arr[i];
		}
		if (max_so_far < max_ending_here) {
			max_so_far = max_ending_here;
		}
	}
	if (flag === 0 && max_so_far === 0) {
		return 0;
	}
	return max_so_far;
}",success,1,3,0,"def max_subarray_product(arr)
  n = arr.length
  max_ending_here = 1
  min_ending_here = 1
  max_so_far = 0
  flag = 0
  
  (0...n).each do |i|
    if arr[i] > 0
      max_ending_here = max_ending_here * arr[i]
      min_ending_here = [min_ending_here * arr[i], 1].min
      flag = 1
    elsif arr[i] == 0
      max_ending_here = 1
      min_ending_here = 1
    else
      temp = max_ending_here
      max_ending_here = [min_ending_here * arr[i], 1].max
      min_ending_here = temp * arr[i]
    end
    
    if max_so_far < max_ending_here
      max_so_far = max_ending_here
    end
  end
  
  if flag == 0 && max_so_far == 0
    return 0
  end
  
  max_so_far
end",success,1,3,0,"pub fn max_subarray_product(arr: Vec<i32>) -> i32 {
    let n = arr.len();
    let mut max_ending_here: i64 = 1;
    let mut min_ending_here: i64 = 1;
    let mut max_so_far: i64 = 0;
    let mut flag = 0;
    
    for i in 0..n {
        if arr[i] > 0 {
            max_ending_here = max_ending_here * arr[i] as i64;
            min_ending_here = std::cmp::min(min_ending_here * arr[i] as i64, 1);
            flag = 1;
        } else if arr[i] == 0 {
            max_ending_here = 1;
            min_ending_here = 1;
        } else {
            let temp = max_ending_here;
            max_ending_here = std::cmp::max(min_ending_here * arr[i] as i64, 1);
            min_ending_here = temp * arr[i] as i64;
        }
        if max_so_far < max_ending_here {
            max_so_far = max_ending_here;
        }
    }
    
    if flag == 0 && max_so_far == 0 {
        return 0;
    }
    max_so_far as i32
}",success,1,3,0,"function max_subarray_product(arr: number[]): number {
    const n: number = arr.length;
    let max_ending_here: number = 1;
    let min_ending_here: number = 1;
    let max_so_far: number = 0;
    let flag: number = 0;
    
    for (let i = 0; i < n; i++) {
        if (arr[i] > 0) {
            max_ending_here = max_ending_here * arr[i];
            min_ending_here = Math.min(min_ending_here * arr[i], 1);
            flag = 1;
        } else if (arr[i] === 0) {
            max_ending_here = 1;
            min_ending_here = 1;
        } else {
            const temp: number = max_ending_here;
            max_ending_here = Math.max(min_ending_here * arr[i], 1);
            min_ending_here = temp * arr[i];
        }
        if (max_so_far < max_ending_here) {
            max_so_far = max_ending_here;
        }
    }
    
    if (flag === 0 && max_so_far === 0) {
        return 0;
    }
    return max_so_far;
}",success,1,3,0
464,test,sanitized,Write a function to check if all values are same in a dictionary.,"def check_value(dict, n):
    result = all(x == n for x in dict.values()) 
    return result","[""assert check_value({'Cierra Vega': 12, 'Alden Cantrell': 12, 'Kierra Gentry': 12, 'Pierre Cox': 12},10)==False"", ""assert check_value({'Cierra Vega': 12, 'Alden Cantrell': 12, 'Kierra Gentry': 12, 'Pierre Cox': 12},12)==True"", ""assert check_value({'Cierra Vega': 12, 'Alden Cantrell': 12, 'Kierra Gentry': 12, 'Pierre Cox': 12},5)==False""]","package main

func check_value(dict map[string]int, n int) bool {
    for _, x := range dict {
        if x != n {
            return false
        }
    }
    return true
}",success,1,3,0,"import java.util.*;

public class Solution {
    public static boolean check_value(HashMap<String, Integer> dict, int n) {
        for (int x : dict.values()) {
            if (x != n) {
                return false;
            }
        }
        return true;
    }
}",success,1,3,0,"function check_value(dict, n) {
    return Object.values(dict).every(x => x === n);
}",success,1,3,0,"def check_value(dict, n)
  dict.values.all? { |x| x == n }
end",success,1,3,0,"use std::collections::HashMap;

pub fn check_value(dict: &HashMap<String, i32>, n: i32) -> bool {
    dict.values().all(|&x| x == n)
}",success,1,3,0,"function check_value(dict: Record<string, number>, n: number): boolean {
    const values = Object.values(dict);
    const result = values.every(x => x === n);
    return result;
}",success,1,3,0
465,test,sanitized,Write a function to drop empty items from a given dictionary.,"def drop_empty(dict1):
  dict1 = {key:value for (key, value) in dict1.items() if value is not None}
  return dict1","[""assert drop_empty({'c1': 'Red', 'c2': 'Green', 'c3':None})=={'c1': 'Red', 'c2': 'Green'}"", ""assert drop_empty({'c1': 'Red', 'c2': None, 'c3':None})=={'c1': 'Red'}"", ""assert drop_empty({'c1': None, 'c2': 'Green', 'c3':None})=={ 'c2': 'Green'}""]","package main

import ""reflect""

func drop_empty(dict1 map[string]interface{}) map[string]interface{} {
	result := make(map[string]interface{})
	for key, value := range dict1 {
		if value == nil {
			continue
		}
		v := reflect.ValueOf(value)
		if v.Kind() == reflect.Ptr || v.Kind() == reflect.Map || v.Kind() == reflect.Slice || v.Kind() == reflect.Chan || v.Kind() == reflect.Func || v.Kind() == reflect.Interface {
			if v.IsNil() {
				continue
			}
		}
		result[key] = value
	}
	return result
}",success,2,3,0,"import java.util.HashMap;

public class Solution {
    public static HashMap<String, String> drop_empty(HashMap<String, String> dict1) {
        HashMap<String, String> result = new HashMap<>();
        for (String key : dict1.keySet()) {
            String value = dict1.get(key);
            if (value != null) {
                result.put(key, value);
            }
        }
        return result;
    }
}",success,1,3,0,"function drop_empty(dict1) {
  const result = {};
  for (const [key, value] of Object.entries(dict1)) {
    if (value !== null) {
      result[key] = value;
    }
  }
  return result;
}",success,1,3,0,"def drop_empty(dict1)
  dict1.reject { |_key, value| value.nil? }
end",success,1,3,0,"use std::collections::HashMap;

pub fn drop_empty(dict1: HashMap<String, Option<String>>) -> HashMap<String, String> {
    dict1
        .into_iter()
        .filter_map(|(key, value)| value.map(|v| (key, v)))
        .collect()
}",success,1,3,0,"function drop_empty<T>(dict1: Record<string, T | null>): Record<string, T> {
  const result: Record<string, T> = {};
  for (const [key, value] of Object.entries(dict1)) {
    if (value !== null) {
      result[key] = value;
    }
  }
  return result;
}",success,1,3,0
