task_id,source_split,source_config,text,code_python,test_list,code_rust,code_rust_status,code_rust_attempts,code_rust_tests_passed,code_rust_tests_failed,tests_rust
441,test,sanitized,Write a function to find the surface area of a cube of a given size.,"def surfacearea_cube(l):
  surfacearea= 6*l*l
  return surfacearea","[""assert surfacearea_cube(5)==150"", ""assert surfacearea_cube(3)==54"", ""assert surfacearea_cube(10)==600""]","pub fn surfacearea_cube(l: i32) -> i32 {
    6 * l * l
}",success,1,3,0,"[{""python_test"": ""assert surfacearea_cube(5)==150"", ""generated_test"": ""let result = surfacearea_cube(5);\nlet expected = 150;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert surfacearea_cube(3)==54"", ""generated_test"": ""let result = surfacearea_cube(3);\nlet expected = 54;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert surfacearea_cube(10)==600"", ""generated_test"": ""let result = surfacearea_cube(10);\nlet expected = 600;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
442,test,sanitized,Write a function to find the ration of positive numbers in an array of integers.,"from array import array
def positive_count(nums):
    n = len(nums)
    n1 = 0
    for x in nums:
        if x > 0:
            n1 += 1
        else:
          None
    return round(n1/n,2)","[""assert positive_count([0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8])==0.54"", ""assert positive_count([2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8])==0.69"", ""assert positive_count([2, 4, -6, -9, 11, -12, 14, -5, 17])==0.56""]","pub fn positive_count(nums: Vec<i32>) -> f64 {
    let n = nums.len();
    let mut n1 = 0;
    for x in nums {
        if x > 0 {
            n1 += 1;
        }
    }
    let ratio = n1 as f64 / n as f64;
    (ratio * 100.0).round() / 100.0
}",success,1,3,0,"[{""python_test"": ""assert positive_count([0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8])==0.54"", ""generated_test"": ""let result = positive_count(vec![0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8]);\nlet expected = 0.54;\nif (result - expected).abs() < 1e-9 {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert positive_count([2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8])==0.69"", ""generated_test"": ""let result = positive_count(vec![2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8]);\nlet expected = 0.69;\nif (result - expected).abs() < 1e-9 {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert positive_count([2, 4, -6, -9, 11, -12, 14, -5, 17])==0.56"", ""generated_test"": ""let result = positive_count(vec![2, 4, -6, -9, 11, -12, 14, -5, 17]);\nlet expected = 0.56;\nif (result - expected).abs() < 1e-9 {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
443,test,sanitized,Write a python function to find the largest negative number from the given list.,"def largest_neg(list1): 
    max = list1[0] 
    for x in list1: 
        if x < max : 
             max = x  
    return max","[""assert largest_neg([1,2,3,-4,-6]) == -6"", ""assert largest_neg([1,2,3,-8,-9]) == -9"", ""assert largest_neg([1,2,3,4,-1]) == -1""]","pub fn largest_neg(list1: &[i32]) -> i32 {
    let mut max = list1[0];
    for &x in list1 {
        if x < max {
            max = x;
        }
    }
    max
}",success,1,3,0,"[{""python_test"": ""assert largest_neg([1,2,3,-4,-6]) == -6"", ""generated_test"": ""let result = largest_neg(&[1, 2, 3, -4, -6]);\nlet expected = -6;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert largest_neg([1,2,3,-8,-9]) == -9"", ""generated_test"": ""let result = largest_neg(&[1, 2, 3, -8, -9]);\nlet expected = -9;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert largest_neg([1,2,3,4,-1]) == -1"", ""generated_test"": ""let result = largest_neg(&[1, 2, 3, 4, -1]);\nlet expected = -1;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
444,test,sanitized,Write a function to trim each tuple by k in the given tuple list.,"def trim_tuple(test_list, K):
  res = []
  for ele in test_list:
    N = len(ele)
    res.append(tuple(list(ele)[K: N - K]))
  return (str(res)) ","[""assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1),(9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 2) == '[(2,), (9,), (2,), (2,)]'"", ""assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1), (9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 1) == '[(3, 2, 1), (4, 9, 2), (1, 2, 3), (8, 2, 1)]'"", ""assert trim_tuple([(7, 8, 4, 9), (11, 8, 12, 4),(4, 1, 7, 8), (3, 6, 9, 7)], 1) == '[(8, 4), (8, 12), (1, 7), (6, 9)]'""]","pub fn trim_tuple(test_list: Vec<Vec<i32>>, k: usize) -> String {
    let mut res: Vec<Vec<i32>> = Vec::new();
    
    for ele in test_list {
        let n = ele.len();
        if k * 2 >= n {
            res.push(Vec::new());
        } else {
            res.push(ele[k..n - k].to_vec());
        }
    }
    
    // Format output to match Python's tuple list string representation
    let formatted: Vec<String> = res.iter().map(|inner| {
        if inner.len() == 1 {
            format!(""({},)"", inner[0])
        } else {
            let inner_str: Vec<String> = inner.iter().map(|x| x.to_string()).collect();
            format!(""({})"", inner_str.join("", ""))
        }
    }).collect();
    
    format!(""[{}]"", formatted.join("", ""))
}",success,1,3,0,"[{""python_test"": ""assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1),(9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 2) == '[(2,), (9,), (2,), (2,)]'"", ""generated_test"": ""let input = vec![\n    vec![5, 3, 2, 1, 4],\n    vec![3, 4, 9, 2, 1],\n    vec![9, 1, 2, 3, 5],\n    vec![4, 8, 2, 1, 7]\n];\nlet result = trim_tuple(input, 2);\nlet expected = \""[(2,), (9,), (2,), (2,)]\"";\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert trim_tuple([(5, 3, 2, 1, 4), (3, 4, 9, 2, 1), (9, 1, 2, 3, 5), (4, 8, 2, 1, 7)], 1) == '[(3, 2, 1), (4, 9, 2), (1, 2, 3), (8, 2, 1)]'"", ""generated_test"": ""let input = vec![\n    vec![5, 3, 2, 1, 4],\n    vec![3, 4, 9, 2, 1],\n    vec![9, 1, 2, 3, 5],\n    vec![4, 8, 2, 1, 7]\n];\nlet expected = \""[(3, 2, 1), (4, 9, 2), (1, 2, 3), (8, 2, 1)]\"";\nlet result = trim_tuple(input, 1);\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert trim_tuple([(7, 8, 4, 9), (11, 8, 12, 4),(4, 1, 7, 8), (3, 6, 9, 7)], 1) == '[(8, 4), (8, 12), (1, 7), (6, 9)]'"", ""generated_test"": ""let input = vec![\n    vec![7, 8, 4, 9],\n    vec![11, 8, 12, 4],\n    vec![4, 1, 7, 8],\n    vec![3, 6, 9, 7],\n];\nlet result = trim_tuple(input, 1);\nlet expected = \""[(8, 4), (8, 12), (1, 7), (6, 9)]\"";\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
445,test,sanitized,Write a function to perform index wise multiplication of tuple elements in the given two tuples.,"def index_multiplication(test_tup1, test_tup2):
  res = tuple(tuple(a * b for a, b in zip(tup1, tup2))
   for tup1, tup2 in zip(test_tup1, test_tup2))
  return (res) ","[""assert index_multiplication(((1, 3), (4, 5), (2, 9), (1, 10)),((6, 7), (3, 9), (1, 1), (7, 3)) ) == ((6, 21), (12, 45), (2, 9), (7, 30))"", ""assert index_multiplication(((2, 4), (5, 6), (3, 10), (2, 11)),((7, 8), (4, 10), (2, 2), (8, 4)) ) == ((14, 32), (20, 60), (6, 20), (16, 44))"", ""assert index_multiplication(((3, 5), (6, 7), (4, 11), (3, 12)),((8, 9), (5, 11), (3, 3), (9, 5)) ) == ((24, 45), (30, 77), (12, 33), (27, 60))""]","pub fn index_multiplication(test_tup1: Vec<Vec<i32>>, test_tup2: Vec<Vec<i32>>) -> Vec<Vec<i32>> {
    test_tup1
        .iter()
        .zip(test_tup2.iter())
        .map(|(tup1, tup2)| {
            tup1.iter()
                .zip(tup2.iter())
                .map(|(a, b)| a * b)
                .collect()
        })
        .collect()
}",success,1,3,0,"[{""python_test"": ""assert index_multiplication(((1, 3), (4, 5), (2, 9), (1, 10)),((6, 7), (3, 9), (1, 1), (7, 3)) ) == ((6, 21), (12, 45), (2, 9), (7, 30))"", ""generated_test"": ""let test_tup1: Vec<Vec<i32>> = vec![vec![1, 3], vec![4, 5], vec![2, 9], vec![1, 10]];\nlet test_tup2: Vec<Vec<i32>> = vec![vec![6, 7], vec![3, 9], vec![1, 1], vec![7, 3]];\nlet expected: Vec<Vec<i32>> = vec![vec![6, 21], vec![12, 45], vec![2, 9], vec![7, 30]];\nlet result = index_multiplication(test_tup1, test_tup2);\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert index_multiplication(((2, 4), (5, 6), (3, 10), (2, 11)),((7, 8), (4, 10), (2, 2), (8, 4)) ) == ((14, 32), (20, 60), (6, 20), (16, 44))"", ""generated_test"": ""let test_tup1 = vec![vec![2, 4], vec![5, 6], vec![3, 10], vec![2, 11]];\nlet test_tup2 = vec![vec![7, 8], vec![4, 10], vec![2, 2], vec![8, 4]];\nlet expected = vec![vec![14, 32], vec![20, 60], vec![6, 20], vec![16, 44]];\nlet result = index_multiplication(test_tup1, test_tup2);\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert index_multiplication(((3, 5), (6, 7), (4, 11), (3, 12)),((8, 9), (5, 11), (3, 3), (9, 5)) ) == ((24, 45), (30, 77), (12, 33), (27, 60))"", ""generated_test"": ""let test_tup1 = vec![vec![3, 5], vec![6, 7], vec![4, 11], vec![3, 12]];\nlet test_tup2 = vec![vec![8, 9], vec![5, 11], vec![3, 3], vec![9, 5]];\nlet expected = vec![vec![24, 45], vec![30, 77], vec![12, 33], vec![27, 60]];\nlet result = index_multiplication(test_tup1, test_tup2);\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
446,test,sanitized,Write a python function to count the occurence of all elements of list in a tuple.,"from collections import Counter 
def count_Occurrence(tup, lst): 
    count = 0
    for item in tup: 
        if item in lst: 
            count+= 1 
    return count  ","[""assert count_Occurrence(('a', 'a', 'c', 'b', 'd'),['a', 'b'] ) == 3"", ""assert count_Occurrence((1, 2, 3, 1, 4, 6, 7, 1, 4),[1, 4, 7]) == 6"", ""assert count_Occurrence((1,2,3,4,5,6),[1,2]) == 2""]","pub fn count_Occurrence<T: PartialEq>(tup: &[T], lst: &[T]) -> usize {
    let mut count = 0;
    for item in tup {
        if lst.contains(item) {
            count += 1;
        }
    }
    count
}",success,1,3,0,"[{""python_test"": ""assert count_Occurrence(('a', 'a', 'c', 'b', 'd'),['a', 'b'] ) == 3"", ""generated_test"": ""let result = count_Occurrence(&['a', 'a', 'c', 'b', 'd'], &['a', 'b']);\nlet expected = 3;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert count_Occurrence((1, 2, 3, 1, 4, 6, 7, 1, 4),[1, 4, 7]) == 6"", ""generated_test"": ""let result = count_Occurrence(&[1, 2, 3, 1, 4, 6, 7, 1, 4], &[1, 4, 7]);\nlet expected = 6;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert count_Occurrence((1,2,3,4,5,6),[1,2]) == 2"", ""generated_test"": ""let result = count_Occurrence(&[1, 2, 3, 4, 5, 6], &[1, 2]);\nlet expected = 2;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
447,test,sanitized,Write a function to find cubes of individual elements in a list.,"def cube_nums(nums):
 cube_nums = list(map(lambda x: x ** 3, nums))
 return cube_nums","[""assert cube_nums([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])==[1, 8, 27, 64, 125, 216, 343, 512, 729, 1000]"", ""assert cube_nums([10,20,30])==([1000, 8000, 27000])"", ""assert cube_nums([12,15])==([1728, 3375])""]","pub fn cube_nums(nums: Vec<i64>) -> Vec<i64> {
    nums.into_iter().map(|x| x * x * x).collect()
}",success,2,3,0,"[{""python_test"": ""assert cube_nums([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])==[1, 8, 27, 64, 125, 216, 343, 512, 729, 1000]"", ""generated_test"": ""let result = cube_nums(vec![1, 2, 3, 4, 5, 6, 7, 8, 9, 10]);\nlet expected = vec![1, 8, 27, 64, 125, 216, 343, 512, 729, 1000];\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert cube_nums([10,20,30])==([1000, 8000, 27000])"", ""generated_test"": ""let result = cube_nums(vec![10, 20, 30]);\nlet expected = vec![1000, 8000, 27000];\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert cube_nums([12,15])==([1728, 3375])"", ""generated_test"": ""let result = cube_nums(vec![12, 15]);\nlet expected = vec![1728, 3375];\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
448,test,sanitized,Write a function to calculate the sum of perrin numbers.,"def cal_sum(n): 
	a = 3
	b = 0
	c = 2
	if (n == 0): 
		return 3
	if (n == 1): 
		return 3
	if (n == 2): 
		return 5
	sum = 5
	while (n > 2): 
		d = a + b 
		sum = sum + d 
		a = b 
		b = c 
		c = d 
		n = n-1
	return sum","[""assert cal_sum(9) == 49"", ""assert cal_sum(10) == 66"", ""assert cal_sum(11) == 88""]","pub fn cal_sum(n: i32) -> i32 {
    let mut a = 3;
    let mut b = 0;
    let mut c = 2;
    
    if n == 0 {
        return 3;
    }
    if n == 1 {
        return 3;
    }
    if n == 2 {
        return 5;
    }
    
    let mut sum = 5;
    let mut remaining = n;
    
    while remaining > 2 {
        let d = a + b;
        sum = sum + d;
        a = b;
        b = c;
        c = d;
        remaining = remaining - 1;
    }
    
    sum
}",success,1,3,0,"[{""python_test"": ""assert cal_sum(9) == 49"", ""generated_test"": ""let result = cal_sum(9);\nlet expected = 49;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert cal_sum(10) == 66"", ""generated_test"": ""let result = cal_sum(10);\nlet expected = 66;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert cal_sum(11) == 88"", ""generated_test"": ""let result = cal_sum(11);\nlet expected = 88;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
450,test,sanitized,Write a function to extract specified size of strings from a given list of string values.,"def extract_string(str, l):
    result = [e for e in str if len(e) == l] 
    return result","[""assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,8)==['practice', 'solution']"", ""assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,6)==['Python']"", ""assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,9)==['exercises']""]","pub fn extract_string(strings: &[&str], l: usize) -> Vec<String> {
    strings
        .iter()
        .filter(|e| e.len() == l)
        .map(|e| e.to_string())
        .collect()
}",success,1,3,0,"[{""python_test"": ""assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,8)==['practice', 'solution']"", ""generated_test"": ""let result = extract_string(&[\""Python\"", \""list\"", \""exercises\"", \""practice\"", \""solution\""], 8);\nlet expected: Vec<String> = vec![\""practice\"".to_string(), \""solution\"".to_string()];\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,6)==['Python']"", ""generated_test"": ""let result = extract_string(&[\""Python\"", \""list\"", \""exercises\"", \""practice\"", \""solution\""], 6);\nlet expected: Vec<String> = vec![\""Python\"".to_string()];\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert extract_string(['Python', 'list', 'exercises', 'practice', 'solution'] ,9)==['exercises']"", ""generated_test"": ""let result = extract_string(&[\""Python\"", \""list\"", \""exercises\"", \""practice\"", \""solution\""], 9);\nlet expected: Vec<String> = vec![\""exercises\"".to_string()];\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {:?}\"", expected);\n    println!(\""  Got: {:?}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
451,test,sanitized,Write a function to remove all whitespaces from the given string.,"import re
def remove_whitespaces(text1):
  return (re.sub(r'\s+', '',text1))","[""assert remove_whitespaces(' Google    Flutter ') == 'GoogleFlutter'"", ""assert remove_whitespaces(' Google    Dart ') == 'GoogleDart'"", ""assert remove_whitespaces(' iOS    Swift ') == 'iOSSwift'""]","pub fn remove_whitespaces(text1: &str) -> String {
    text1.chars().filter(|c| !c.is_whitespace()).collect()
}",success,1,3,0,"[{""python_test"": ""assert remove_whitespaces(' Google    Flutter ') == 'GoogleFlutter'"", ""generated_test"": ""let result = remove_whitespaces(\"" Google    Flutter \"");\nlet expected = \""GoogleFlutter\"";\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert remove_whitespaces(' Google    Dart ') == 'GoogleDart'"", ""generated_test"": ""let result = remove_whitespaces(\"" Google    Dart \"");\nlet expected = \""GoogleDart\"";\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert remove_whitespaces(' iOS    Swift ') == 'iOSSwift'"", ""generated_test"": ""let result = remove_whitespaces(\"" iOS    Swift \"");\nlet expected = \""iOSSwift\"";\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
452,test,sanitized,Write a function that gives loss amount on a sale if the given amount has loss else return 0.,"def loss_amount(actual_cost,sale_amount): 
  if(sale_amount > actual_cost):
    amount = sale_amount - actual_cost
    return amount
  else:
    return 0","[""assert loss_amount(1500,1200)==0"", ""assert loss_amount(100,200)==100"", ""assert loss_amount(2000,5000)==3000""]","pub fn loss_amount(actual_cost: i32, sale_amount: i32) -> i32 {
    if sale_amount > actual_cost {
        sale_amount - actual_cost
    } else {
        0
    }
}",success,1,3,0,"[{""python_test"": ""assert loss_amount(1500,1200)==0"", ""generated_test"": ""let result = loss_amount(1500, 1200);\nlet expected = 0;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert loss_amount(100,200)==100"", ""generated_test"": ""let result = loss_amount(100, 200);\nlet expected = 100;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert loss_amount(2000,5000)==3000"", ""generated_test"": ""let result = loss_amount(2000, 5000);\nlet expected = 3000;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
453,test,sanitized,Write a python function to find the sum of even factors of a number.,"import math 
def sumofFactors(n) : 
    if (n % 2 != 0) : 
        return 0
    res = 1
    for i in range(2, (int)(math.sqrt(n)) + 1) :    
        count = 0
        curr_sum = 1
        curr_term = 1
        while (n % i == 0) : 
            count= count + 1
            n = n // i 
            if (i == 2 and count == 1) : 
                curr_sum = 0
            curr_term = curr_term * i 
            curr_sum = curr_sum + curr_term 
        res = res * curr_sum  
    if (n >= 2) : 
        res = res * (1 + n) 
    return res","[""assert sumofFactors(18) == 26"", ""assert sumofFactors(30) == 48"", ""assert sumofFactors(6) == 8""]","pub fn sumofFactors(n: i32) -> i32 {
    if n % 2 != 0 {
        return 0;
    }
    
    let mut n = n;
    let mut res = 1;
    
    let sqrt_n = (n as f64).sqrt() as i32;
    for i in 2..=sqrt_n {
        let mut count = 0;
        let mut curr_sum = 1;
        let mut curr_term = 1;
        
        while n % i == 0 {
            count += 1;
            n = n / i;
            
            if i == 2 && count == 1 {
                curr_sum = 0;
            }
            
            curr_term = curr_term * i;
            curr_sum = curr_sum + curr_term;
        }
        
        res = res * curr_sum;
    }
    
    if n >= 2 {
        res = res * (1 + n);
    }
    
    res
}",success,1,3,0,"[{""python_test"": ""assert sumofFactors(18) == 26"", ""generated_test"": ""let result = sumofFactors(18);\nlet expected = 26;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert sumofFactors(30) == 48"", ""generated_test"": ""let result = sumofFactors(30);\nlet expected = 48;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert sumofFactors(6) == 8"", ""generated_test"": ""let result = sumofFactors(6);\nlet expected = 8;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
454,test,sanitized,Write a function that matches a word containing 'z'.,"import re
def text_match_wordz(text):
        patterns = '\w*z.\w*'
        if re.search(patterns,  text):
                return True
        else:
                return False","[""assert text_match_wordz(\""pythonz.\"")==True"", ""assert text_match_wordz(\""xyz.\"")==True"", ""assert text_match_wordz(\""  lang  .\"")==False""]","use regex::Regex;

pub fn text_match_wordz(text: &str) -> bool {
    let pattern = Regex::new(r""\w*z.\w*"").unwrap();
    pattern.is_match(text)
}",success,1,3,0,"[{""python_test"": ""assert text_match_wordz(\""pythonz.\"")==True"", ""generated_test"": ""let result = text_match_wordz(\""pythonz.\"");\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert text_match_wordz(\""xyz.\"")==True"", ""generated_test"": ""let result = text_match_wordz(\""xyz.\"");\nlet expected = true;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert text_match_wordz(\""  lang  .\"")==False"", ""generated_test"": ""let result = text_match_wordz(\""  lang  .\"");\nlet expected = false;\nif result == expected {\n    println!(\""PASS\"");\n} else {\n    println!(\""FAIL\"");\n    println!(\""  Expected: {}\"", expected);\n    println!(\""  Got: {}\"", result);\n}"", ""passed"": true, ""llm_validated"": false}]"
