task_id,source_split,source_config,text,code_python,test_list,code_java,code_java_status,code_java_attempts,code_java_tests_passed,code_java_tests_failed,tests_java
404,test,sanitized,Write a python function to find the minimum of two numbers.,"def minimum(a,b):   
    if a <= b: 
        return a 
    else: 
        return b ","[""assert minimum(1,2) == 1"", ""assert minimum(-5,-4) == -5"", ""assert minimum(0,0) == 0""]","import java.util.*;

public class Solution {
    public static int minimum(int a, int b) {
        if (a <= b) {
            return a;
        } else {
            return b;
        }
    }
}",success,1,3,0,"[{""python_test"": ""assert minimum(1,2) == 1"", ""generated_test"": ""int result = minimum(1, 2);\nint expected = 1;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert minimum(-5,-4) == -5"", ""generated_test"": ""int result = minimum(-5, -4);\nint expected = -5;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert minimum(0,0) == 0"", ""generated_test"": ""int result = minimum(0, 0);\nint expected = 0;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
405,test,sanitized,Write a function to check whether an element exists within a tuple.,"def check_tuplex(tuplex,tuple1): 
  if tuple1 in tuplex:
    return True
  else:
     return False","[""assert check_tuplex((\""w\"", 3, \""r\"", \""e\"", \""s\"", \""o\"", \""u\"", \""r\"", \""c\"", \""e\""),'r')==True"", ""assert check_tuplex((\""w\"", 3, \""r\"", \""e\"", \""s\"", \""o\"", \""u\"", \""r\"", \""c\"", \""e\""),'5')==False"", ""assert check_tuplex((\""w\"", 3, \""r\"", \""e\"", \""s\"", \""o\"", \""u\"", \""r\"", \""c\"",\""e\""),3)==True""]","import java.util.*;

public class Solution {
    public static boolean check_tuplex(Object[] tuplex, Object tuple1) {
        for (Object element : tuplex) {
            if (element == null && tuple1 == null) {
                return true;
            }
            if (element != null && element.equals(tuple1)) {
                return true;
            }
        }
        return false;
    }
}",success,1,3,0,"[{""python_test"": ""assert check_tuplex((\""w\"", 3, \""r\"", \""e\"", \""s\"", \""o\"", \""u\"", \""r\"", \""c\"", \""e\""),'r')==True"", ""generated_test"": ""Object[] tuplex = new Object[]{\""w\"", 3, \""r\"", \""e\"", \""s\"", \""o\"", \""u\"", \""r\"", \""c\"", \""e\""};\nboolean result = check_tuplex(tuplex, \""r\"");\nboolean expected = true;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert check_tuplex((\""w\"", 3, \""r\"", \""e\"", \""s\"", \""o\"", \""u\"", \""r\"", \""c\"", \""e\""),'5')==False"", ""generated_test"": ""Object[] tuplex = new Object[]{\""w\"", 3, \""r\"", \""e\"", \""s\"", \""o\"", \""u\"", \""r\"", \""c\"", \""e\""};\nboolean result = check_tuplex(tuplex, \""5\"");\nboolean expected = false;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert check_tuplex((\""w\"", 3, \""r\"", \""e\"", \""s\"", \""o\"", \""u\"", \""r\"", \""c\"",\""e\""),3)==True"", ""generated_test"": ""Object[] tuplex = new Object[]{\""w\"", 3, \""r\"", \""e\"", \""s\"", \""o\"", \""u\"", \""r\"", \""c\"", \""e\""};\nboolean result = check_tuplex(tuplex, 3);\nboolean expected = true;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
406,test,sanitized,Write a python function to find whether the parity of a given number is odd.,"def find_Parity(x): 
    y = x ^ (x >> 1); 
    y = y ^ (y >> 2); 
    y = y ^ (y >> 4); 
    y = y ^ (y >> 8); 
    y = y ^ (y >> 16); 
    if (y & 1): 
        return True
    return False","[""assert find_Parity(12) == False"", ""assert find_Parity(7) == True"", ""assert find_Parity(10) == False""]","import java.util.*;

public class Solution {
    public static boolean find_Parity(int x) {
        int y = x ^ (x >> 1);
        y = y ^ (y >> 2);
        y = y ^ (y >> 4);
        y = y ^ (y >> 8);
        y = y ^ (y >> 16);
        if ((y & 1) != 0) {
            return true;
        }
        return false;
    }
}",success,1,3,0,"[{""python_test"": ""assert find_Parity(12) == False"", ""generated_test"": ""boolean result = find_Parity(12);\nboolean expected = false;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert find_Parity(7) == True"", ""generated_test"": ""boolean result = find_Parity(7);\nboolean expected = true;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert find_Parity(10) == False"", ""generated_test"": ""boolean result = find_Parity(10);\nboolean expected = false;\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
407,test,sanitized,Write a function to create the next bigger number by rearranging the digits of a given number.,"def rearrange_bigger(n):
    nums = list(str(n))
    for i in range(len(nums)-2,-1,-1):
        if nums[i] < nums[i+1]:
            z = nums[i:]
            y = min(filter(lambda x: x > z[0], z))
            z.remove(y)
            z.sort()
            nums[i:] = [y] + z
            return int("""".join(nums))
    return False","[""assert rearrange_bigger(12)==21"", ""assert rearrange_bigger(10)==False"", ""assert rearrange_bigger(102)==120""]","import java.util.*;

public class Solution {
    public static Object rearrange_bigger(int n) {
        ArrayList<Character> nums = new ArrayList<>();
        String s = String.valueOf(n);
        for (char c : s.toCharArray()) {
            nums.add(c);
        }
        
        for (int i = nums.size() - 2; i >= 0; i--) {
            if (nums.get(i) < nums.get(i + 1)) {
                // z = nums[i:]
                ArrayList<Character> z = new ArrayList<>();
                for (int j = i; j < nums.size(); j++) {
                    z.add(nums.get(j));
                }
                
                // y = min(filter(lambda x: x > z[0], z))
                char z0 = z.get(0);
                char y = Character.MAX_VALUE;
                for (char c : z) {
                    if (c > z0 && c < y) {
                        y = c;
                    }
                }
                
                // z.remove(y)
                z.remove(Character.valueOf(y));
                
                // z.sort()
                Collections.sort(z);
                
                // nums[i:] = [y] + z
                // First, remove elements from index i onwards
                while (nums.size() > i) {
                    nums.remove(nums.size() - 1);
                }
                // Add y
                nums.add(y);
                // Add sorted z
                for (char c : z) {
                    nums.add(c);
                }
                
                // return int("""".join(nums))
                StringBuilder sb = new StringBuilder();
                for (char c : nums) {
                    sb.append(c);
                }
                return Integer.parseInt(sb.toString());
            }
        }
        
        return false;
    }
}",success,1,3,0,"[{""python_test"": ""assert rearrange_bigger(12)==21"", ""generated_test"": ""Object result = rearrange_bigger(12);\nObject expected = 21;\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert rearrange_bigger(10)==False"", ""generated_test"": ""Object result = rearrange_bigger(10);\nObject expected = false;\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert rearrange_bigger(102)==120"", ""generated_test"": ""Object result = rearrange_bigger(102);\nObject expected = 120;\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
408,test,sanitized,Write a function to find k number of smallest pairs which consist of one element from the first array and one element from the second array.,"import heapq
def k_smallest_pairs(nums1, nums2, k):
   queue = []
   def push(i, j):
       if i < len(nums1) and j < len(nums2):
           heapq.heappush(queue, [nums1[i] + nums2[j], i, j])
   push(0, 0)
   pairs = []
   while queue and len(pairs) < k:
       _, i, j = heapq.heappop(queue)
       pairs.append([nums1[i], nums2[j]])
       push(i, j + 1)
       if j == 0:
           push(i + 1, 0)
   return pairs","[""assert k_smallest_pairs([1,3,7],[2,4,6],2)==[[1, 2], [1, 4]]"", ""assert k_smallest_pairs([1,3,7],[2,4,6],1)==[[1, 2]]"", ""assert k_smallest_pairs([1,3,7],[2,4,6],7)==[[1, 2], [1, 4], [3, 2], [1, 6], [3, 4], [3, 6], [7, 2]]""]","import java.util.*;

class Solution {
    public static List<List<Integer>> k_smallest_pairs(int[] nums1, int[] nums2, int k) {
        List<List<Integer>> pairs = new ArrayList<>();
        
        if (nums1 == null || nums2 == null || nums1.length == 0 || nums2.length == 0 || k <= 0) {
            return pairs;
        }
        
        // PriorityQueue with [sum, i, j]
        PriorityQueue<int[]> queue = new PriorityQueue<>((a, b) -> a[0] - b[0]);
        
        // Push initial element
        queue.offer(new int[]{nums1[0] + nums2[0], 0, 0});
        
        Set<String> visited = new HashSet<>();
        visited.add(""0,0"");
        
        while (!queue.isEmpty() && pairs.size() < k) {
            int[] current = queue.poll();
            int i = current[1];
            int j = current[2];
            
            List<Integer> pair = new ArrayList<>();
            pair.add(nums1[i]);
            pair.add(nums2[j]);
            pairs.add(pair);
            
            // Push (i, j+1)
            if (j + 1 < nums2.length) {
                String key = i + "","" + (j + 1);
                if (!visited.contains(key)) {
                    queue.offer(new int[]{nums1[i] + nums2[j + 1], i, j + 1});
                    visited.add(key);
                }
            }
            
            // Push (i+1, 0) only when j == 0
            if (j == 0 && i + 1 < nums1.length) {
                String key = (i + 1) + "",0"";
                if (!visited.contains(key)) {
                    queue.offer(new int[]{nums1[i + 1] + nums2[0], i + 1, 0});
                    visited.add(key);
                }
            }
        }
        
        return pairs;
    }
}",success,1,3,0,"[{""python_test"": ""assert k_smallest_pairs([1,3,7],[2,4,6],2)==[[1, 2], [1, 4]]"", ""generated_test"": ""int[] nums1 = new int[]{1, 3, 7};\nint[] nums2 = new int[]{2, 4, 6};\nint k = 2;\nList<List<Integer>> result = k_smallest_pairs(nums1, nums2, k);\n\nList<List<Integer>> expected = new ArrayList<>();\nList<Integer> pair1 = new ArrayList<>();\npair1.add(1);\npair1.add(2);\nexpected.add(pair1);\nList<Integer> pair2 = new ArrayList<>();\npair2.add(1);\npair2.add(4);\nexpected.add(pair2);\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert k_smallest_pairs([1,3,7],[2,4,6],1)==[[1, 2]]"", ""generated_test"": ""int[] nums1 = new int[]{1, 3, 7};\nint[] nums2 = new int[]{2, 4, 6};\nint k = 1;\n\nList<List<Integer>> result = k_smallest_pairs(nums1, nums2, k);\n\nList<List<Integer>> expected = new ArrayList<>();\nList<Integer> pair1 = new ArrayList<>();\npair1.add(1);\npair1.add(2);\nexpected.add(pair1);\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert k_smallest_pairs([1,3,7],[2,4,6],7)==[[1, 2], [1, 4], [3, 2], [1, 6], [3, 4], [3, 6], [7, 2]]"", ""generated_test"": ""int[] nums1 = new int[]{1, 3, 7};\nint[] nums2 = new int[]{2, 4, 6};\nint k = 7;\n\nList<List<Integer>> result = k_smallest_pairs(nums1, nums2, k);\n\nList<List<Integer>> expected = new ArrayList<>();\nexpected.add(Arrays.asList(1, 2));\nexpected.add(Arrays.asList(1, 4));\nexpected.add(Arrays.asList(3, 2));\nexpected.add(Arrays.asList(1, 6));\nexpected.add(Arrays.asList(3, 4));\nexpected.add(Arrays.asList(3, 6));\nexpected.add(Arrays.asList(7, 2));\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": false, ""llm_validated"": true}]"
409,test,sanitized,Write a function to find the minimum product from the pairs of tuples within a given list.,"def min_product_tuple(list1):
    result_min = min([abs(x * y) for x, y in list1] )
    return result_min","[""assert min_product_tuple([(2, 7), (2, 6), (1, 8), (4, 9)] )==8"", ""assert min_product_tuple([(10,20), (15,2), (5,10)] )==30"", ""assert min_product_tuple([(11,44), (10,15), (20,5), (12, 9)] )==100""]","import java.util.ArrayList;
import java.util.List;

public class Solution {
    public static int min_product_tuple(List<int[]> list1) {
        int result_min = Integer.MAX_VALUE;
        for (int[] pair : list1) {
            int product = Math.abs(pair[0] * pair[1]);
            if (product < result_min) {
                result_min = product;
            }
        }
        return result_min;
    }
}",success,1,3,0,"[{""python_test"": ""assert min_product_tuple([(2, 7), (2, 6), (1, 8), (4, 9)] )==8"", ""generated_test"": ""List<int[]> input = new ArrayList<>();\ninput.add(new int[]{2, 7});\ninput.add(new int[]{2, 6});\ninput.add(new int[]{1, 8});\ninput.add(new int[]{4, 9});\n\nint expected = 8;\nint result = min_product_tuple(input);\n\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert min_product_tuple([(10,20), (15,2), (5,10)] )==30"", ""generated_test"": ""List<int[]> input = new ArrayList<>();\ninput.add(new int[]{10, 20});\ninput.add(new int[]{15, 2});\ninput.add(new int[]{5, 10});\n\nint expected = 30;\nint result = min_product_tuple(input);\n\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert min_product_tuple([(11,44), (10,15), (20,5), (12, 9)] )==100"", ""generated_test"": ""List<int[]> input = new ArrayList<>();\ninput.add(new int[]{11, 44});\ninput.add(new int[]{10, 15});\ninput.add(new int[]{20, 5});\ninput.add(new int[]{12, 9});\n\nint expected = 100;\nint result = min_product_tuple(input);\n\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
410,test,sanitized,Write a function to find the minimum value in a given heterogeneous list.,"def min_val(listval):
     min_val = min(i for i in listval if isinstance(i, int))
     return min_val","[""assert min_val(['Python', 3, 2, 4, 5, 'version'])==2"", ""assert min_val(['Python', 15, 20, 25])==15"", ""assert min_val(['Python', 30, 20, 40, 50, 'version'])==20""]","import java.util.ArrayList;

class Solution {
    public static int min_val(ArrayList<Object> listval) {
        int minValue = Integer.MAX_VALUE;
        boolean found = false;
        
        for (Object item : listval) {
            if (item instanceof Integer) {
                int val = (Integer) item;
                if (!found || val < minValue) {
                    minValue = val;
                    found = true;
                }
            }
        }
        
        return minValue;
    }
}",success,1,3,0,"[{""python_test"": ""assert min_val(['Python', 3, 2, 4, 5, 'version'])==2"", ""generated_test"": ""ArrayList<Object> testList = new ArrayList<>();\ntestList.add(\""Python\"");\ntestList.add(3);\ntestList.add(2);\ntestList.add(4);\ntestList.add(5);\ntestList.add(\""version\"");\n\nint result = min_val(testList);\nint expected = 2;\n\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert min_val(['Python', 15, 20, 25])==15"", ""generated_test"": ""ArrayList<Object> testList = new ArrayList<>();\ntestList.add(\""Python\"");\ntestList.add(15);\ntestList.add(20);\ntestList.add(25);\n\nint result = min_val(testList);\nint expected = 15;\n\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert min_val(['Python', 30, 20, 40, 50, 'version'])==20"", ""generated_test"": ""ArrayList<Object> testList = new ArrayList<>();\ntestList.add(\""Python\"");\ntestList.add(30);\ntestList.add(20);\ntestList.add(40);\ntestList.add(50);\ntestList.add(\""version\"");\n\nint result = min_val(testList);\nint expected = 20;\n\nif (result == expected) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
411,test,sanitized,Write a function to convert the given snake case string to camel case string.,"import re
def snake_to_camel(word):
  return ''.join(x.capitalize() or '_' for x in word.split('_'))","[""assert snake_to_camel('android_tv') == 'AndroidTv'"", ""assert snake_to_camel('google_pixel') == 'GooglePixel'"", ""assert snake_to_camel('apple_watch') == 'AppleWatch'""]","import java.util.*;

public class Solution {
    public static String snake_to_camel(String word) {
        String[] parts = word.split(""_"", -1);
        StringBuilder result = new StringBuilder();
        
        for (String x : parts) {
            if (x.isEmpty()) {
                result.append(""_"");
            } else {
                result.append(x.substring(0, 1).toUpperCase());
                if (x.length() > 1) {
                    result.append(x.substring(1).toLowerCase());
                }
            }
        }
        
        return result.toString();
    }
}",success,1,3,0,"[{""python_test"": ""assert snake_to_camel('android_tv') == 'AndroidTv'"", ""generated_test"": ""String result = snake_to_camel(\""android_tv\"");\nString expected = \""AndroidTv\"";\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert snake_to_camel('google_pixel') == 'GooglePixel'"", ""generated_test"": ""String result = snake_to_camel(\""google_pixel\"");\nString expected = \""GooglePixel\"";\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert snake_to_camel('apple_watch') == 'AppleWatch'"", ""generated_test"": ""String result = snake_to_camel(\""apple_watch\"");\nString expected = \""AppleWatch\"";\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
412,test,sanitized,Write a python function to remove odd numbers from a given list.,"def remove_odd(l):
    for i in l:
        if i % 2 != 0:
            l.remove(i)
    return l","[""assert remove_odd([1,2,3]) == [2]"", ""assert remove_odd([2,4,6]) == [2,4,6]"", ""assert remove_odd([10,20,3]) == [10,20]""]","import java.util.ArrayList;

class Solution {
    public static ArrayList<Integer> remove_odd(ArrayList<Integer> l) {
        ArrayList<Integer> toRemove = new ArrayList<>();
        for (Integer i : l) {
            if (i % 2 != 0) {
                toRemove.add(i);
            }
        }
        for (Integer i : toRemove) {
            l.remove(i);
        }
        return l;
    }
}",success,1,3,0,"[{""python_test"": ""assert remove_odd([1,2,3]) == [2]"", ""generated_test"": ""ArrayList<Integer> input = new ArrayList<>();\ninput.add(1);\ninput.add(2);\ninput.add(3);\n\nArrayList<Integer> expected = new ArrayList<>();\nexpected.add(2);\n\nArrayList<Integer> result = remove_odd(input);\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert remove_odd([2,4,6]) == [2,4,6]"", ""generated_test"": ""ArrayList<Integer> input = new ArrayList<>();\ninput.add(2);\ninput.add(4);\ninput.add(6);\n\nArrayList<Integer> expected = new ArrayList<>();\nexpected.add(2);\nexpected.add(4);\nexpected.add(6);\n\nArrayList<Integer> result = remove_odd(input);\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert remove_odd([10,20,3]) == [10,20]"", ""generated_test"": ""ArrayList<Integer> input = new ArrayList<>();\ninput.add(10);\ninput.add(20);\ninput.add(3);\n\nArrayList<Integer> expected = new ArrayList<>();\nexpected.add(10);\nexpected.add(20);\n\nArrayList<Integer> result = remove_odd(input);\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
413,test,sanitized,Write a function to extract the nth element from a given list of tuples.,"def extract_nth_element(list1, n):
    result = [x[n] for x in list1]
    return result","[""assert extract_nth_element([('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)] ,0)==['Greyson Fulton', 'Brady Kent', 'Wyatt Knott', 'Beau Turnbull']"", ""assert extract_nth_element([('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)] ,2)==[99, 96, 94, 98]"", ""assert extract_nth_element([('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)],1)==[98, 97, 91, 94]""]","import java.util.ArrayList;
import java.util.List;

public class Solution {
    public static List<Object> extract_nth_element(List<Object[]> list1, int n) {
        ArrayList<Object> result = new ArrayList<>();
        for (Object[] x : list1) {
            result.add(x[n]);
        }
        return result;
    }
}",success,1,3,0,"[{""python_test"": ""assert extract_nth_element([('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)] ,0)==['Greyson Fulton', 'Brady Kent', 'Wyatt Knott', 'Beau Turnbull']"", ""generated_test"": ""List<Object[]> input = new ArrayList<>();\ninput.add(new Object[]{\""Greyson Fulton\"", 98, 99});\ninput.add(new Object[]{\""Brady Kent\"", 97, 96});\ninput.add(new Object[]{\""Wyatt Knott\"", 91, 94});\ninput.add(new Object[]{\""Beau Turnbull\"", 94, 98});\n\nList<Object> result = extract_nth_element(input, 0);\n\nList<Object> expected = new ArrayList<>();\nexpected.add(\""Greyson Fulton\"");\nexpected.add(\""Brady Kent\"");\nexpected.add(\""Wyatt Knott\"");\nexpected.add(\""Beau Turnbull\"");\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert extract_nth_element([('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)] ,2)==[99, 96, 94, 98]"", ""generated_test"": ""List<Object[]> input = new ArrayList<>();\ninput.add(new Object[]{\""Greyson Fulton\"", 98, 99});\ninput.add(new Object[]{\""Brady Kent\"", 97, 96});\ninput.add(new Object[]{\""Wyatt Knott\"", 91, 94});\ninput.add(new Object[]{\""Beau Turnbull\"", 94, 98});\n\nList<Object> result = extract_nth_element(input, 2);\nList<Object> expected = new ArrayList<>();\nexpected.add(99);\nexpected.add(96);\nexpected.add(94);\nexpected.add(98);\n\nif (result.equals(expected)) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}, {""python_test"": ""assert extract_nth_element([('Greyson Fulton', 98, 99), ('Brady Kent', 97, 96), ('Wyatt Knott', 91, 94), ('Beau Turnbull', 94, 98)],1)==[98, 97, 91, 94]"", ""generated_test"": ""List<Object[]> input = new ArrayList<>();\ninput.add(new Object[]{\""Greyson Fulton\"", 98, 99});\ninput.add(new Object[]{\""Brady Kent\"", 97, 96});\ninput.add(new Object[]{\""Wyatt Knott\"", 91, 94});\ninput.add(new Object[]{\""Beau Turnbull\"", 94, 98});\n\nList<Object> result = extract_nth_element(input, 1);\nList<Object> expected = new ArrayList<>();\nexpected.add(98);\nexpected.add(97);\nexpected.add(91);\nexpected.add(94);\n\nboolean pass = result.size() == expected.size();\nif (pass) {\n    for (int i = 0; i < result.size(); i++) {\n        if (!result.get(i).equals(expected.get(i))) {\n            pass = false;\n            break;\n        }\n    }\n}\n\nif (pass) {\n    System.out.println(\""PASS\"");\n} else {\n    System.out.println(\""FAIL\"");\n    System.out.println(\""  Expected: \"" + expected);\n    System.out.println(\""  Got: \"" + result);\n}"", ""passed"": true, ""llm_validated"": false}]"
